,Datetime,RA,DEC,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start,Month,Year,Day,pca,residuals
350,2024-01-15 14:00:00,352.4705416666667,-4.1322777777777775,-8.72,5.851,0.00244285999618,0.0317039,56.2315 /T,123.6502,36.339075,62.320537,1.6891279,n.a.,n.a.,1260000.0,1,2024,15,-2.9694631551645143,4.999647133331099e-05
7895,2024-11-24 23:00:00,174.50879166666667,3.447916666666667,-9.168,5.591,0.00270007148098,0.0207698,69.2253 /L,110.628,29.659029,118.36444,1.2271871,n.a.,n.a.,28422000.0,11,2024,24,0.12127510581230466,2.51184696152219e-05
6725,2024-10-07 05:00:00,239.38154166666666,-23.054805555555554,-8.031,6.046,0.0026728693409,-0.0367795,48.4752 /T,131.41,30.383211,104.53692,-2.149512,n.a.,n.a.,24210000.0,10,2024,7,-1.0675276802491676,3.3963636583869954e-05
6630,2024-10-03 06:00:00,193.68945833333333,-5.252277777777778,-4.315,4.902,0.00271700192998,-0.0031793,5.0959 /T,174.8905,29.583359,117.93426,-0.193135,n.a.,n.a.,23868000.0,10,2024,3,-0.23247530890737464,4.3309463947337635e-05
7968,2024-11-28 00:00:00,206.64379166666666,-12.70475,-7.223,6.241,0.00270164387407,-0.0165607,36.4642 /L,143.4422,29.809004,115.38849,-0.979219,n.a.,n.a.,28684800.0,11,2024,28,-0.47551892629104225,3.346544749525905e-05
825,2024-02-04 09:00:00,238.10454166666668,-22.20486111111111,-9.472,5.499,0.00258464032198,-0.0693134,73.6918 /L,106.1638,32.345271,105.71994,-3.925421,n.a.,n.a.,2970000.0,2,2024,4,-1.0432673949134625,-5.5906342130843285e-05
5720,2024-08-26 08:00:00,59.473875,24.87677777777778,-10.175,5.226,0.0025159460281,0.0556008,90.7557 /L,89.1017,34.164447,75.504561,3.0632462,n.a.,n.a.,20592000.0,8,2024,26,2.16239487125044,-9.6389019265254e-06
6946,2024-10-16 10:00:00,7.387708333333333,3.3748333333333336,-12.489,3.740,0.00239014525287,-0.0140954,164.9336 /T,15.0305,38.089242,61.515166,-0.728375,n.a.,n.a.,25005600.0,10,2024,16,3.0049175456844686,4.0693714519627125e-06
1769,2024-03-14 17:00:00,50.51075,21.87741666666667,-8.833,5.806,0.00249507576332,0.070592,59.5491 /T,120.327,34.777365,71.309431,3.8475031,n.a.,n.a.,6368400.0,3,2024,14,2.3092123647730887,-9.471504470258147e-06
6028,2024-09-08 04:00:00,217.46783333333335,-16.07447222222222,-8.399,5.923,0.00269605215399,-0.0276555,55.2614 /T,124.6125,29.822373,112.68442,-1.633188,n.a.,n.a.,21700800.0,9,2024,8,-0.6711171592306813,3.506070791221274e-05
8166,2024-12-06 06:00:00,317.573375,-19.689,-8.825,5.782,0.00254000014985,-0.0381081,59.7441 /T,120.1282,33.620467,69.500313,-2.11722,n.a.,n.a.,29397600.0,12,2024,6,-2.4079935332934466,5.0384780536530914e-05
6198,2024-09-15 06:00:00,316.51370833333334,-20.94986111111111,-11.757,4.299,0.00245420108048,-0.0623437,140.0311 /T,39.879,36.038811,69.943949,-3.333038,n.a.,n.a.,22312800.0,9,2024,15,-2.39300783694958,-3.771978707556387e-05
6381,2024-09-22 21:00:00,63.100125,25.78147222222222,-10.994,4.787,0.00248830457601,0.0661385,114.0315 /L,65.839,34.945576,77.057034,3.6028445,n.a.,n.a.,22971600.0,9,2024,22,2.102188189588857,-4.5508031897748425e-05
7632,2024-11-14 00:00:00,22.787875,11.413027777777778,-12.19,3.983,0.00240854374183,-0.0092616,153.4860 /T,26.4517,37.502421,63.690291,-0.480899,n.a.,n.a.,27475200.0,11,2024,14,2.7602101411587037,-2.2739810084020616e-05
1481,2024-03-02 17:00:00,238.31095833333333,-23.935194444444445,-10.493,4.997,0.0026170035824,-0.0584554,100.9716 /L,78.88,31.548642,105.61529,-3.351116,n.a.,n.a.,5331600.0,3,2024,2,-1.0513578534869297,-2.3000037203703676e-05
4029,2024-06-16 21:00:00,202.58425,-9.385694444444445,-10.954,4.723,0.00267945531911,-0.031525,118.9624 /T,60.9055,30.175291,116.4446,-1.84475,n.a.,n.a.,14504400.0,6,2024,16,-0.3967811957890875,9.075970040337434e-06
877,2024-02-06 13:00:00,270.18920833333334,-27.709,-8.111,6.048,0.00249464701709,-0.0702199,46.9150 /L,132.9788,34.844241,91.272027,-3.827372,n.a.,n.a.,3157200.0,2,2024,6,-1.6113240815977141,-9.757759881979947e-05
5668,2024-08-24 04:00:00,29.083375,14.27838888888889,-11.161,4.711,0.00245075523656,0.0453596,119.0653 /L,60.8136,36.071072,65.004221,2.4334185,n.a.,n.a.,20404800.0,8,2024,24,2.659074363545944,1.9085172704232274e-06
7046,2024-10-20 14:00:00,68.08904166666666,26.700333333333333,-11.68,4.344,0.0024625498506,0.06518,136.6536 /L,43.2495,35.773032,79.303364,3.5069213,n.a.,n.a.,25365600.0,10,2024,20,2.018504471037857,-8.231288271622235e-05
7523,2024-11-09 11:00:00,323.505125,-17.63647222222222,-10.292,5.147,0.00251316456755,-0.0556387,92.6715 /T,87.1833,34.238756,67.602896,-3.061786,n.a.,n.a.,27082800.0,11,2024,9,-2.5049797645295824,3.881819592231085e-05
5036,2024-07-28 20:00:00,41.709375,19.275777777777776,-9.785,5.425,0.00250186300637,0.0379454,80.7738 /L,99.0868,34.586605,68.716339,2.0767583,n.a.,n.a.,18129600.0,7,2024,28,2.454279606513377,1.945947120151302e-05
1369,2024-02-27 01:00:00,184.8195,-0.9766666666666666,-11.911,4.001,0.00271121311434,-0.0118035,152.7318 /L,27.1967,29.644492,118.43777,-0.691014,n.a.,n.a.,4928400.0,2,2024,27,-0.0682258006736956,3.5937961316095945e-05
1697,2024-03-11 17:00:00,9.548291666666668,3.595555555555556,-6.012,6.312,0.00239897656415,0.031808,18.9115 /T,161.0438,37.799058,61.701346,1.6568194,n.a.,n.a.,6109200.0,3,2024,11,2.968212282474789,5.875034657985487e-06
2217,2024-04-02 09:00:00,287.82670833333333,-26.240555555555556,-10.047,5.272,0.00252605132789,-0.0607722,86.9975 /L,92.8578,33.876836,82.785164,-3.362681,n.a.,n.a.,7981200.0,4,2024,2,-1.9118328289786506,-3.2246316778527986e-05
4352,2024-06-30 08:00:00,24.846458333333334,11.830166666666667,-9.386,5.612,0.0024830272818,0.0171006,71.3686 /L,108.4986,35.149728,64.05418,0.9268274,n.a.,n.a.,15667200.0,6,2024,30,2.725779037149466,4.5690851197045714e-05
1042,2024-02-13 10:00:00,11.461,4.50825,-8.258,6.020,0.00243393430686,0.0486312,48.4489 /T,131.4454,36.61348,61.972593,2.5811394,n.a.,n.a.,3751200.0,2,2024,13,2.937595334022025,3.503852645780079e-05
5446,2024-08-14 22:00:00,257.2805416666667,-26.167666666666666,-10.964,4.764,0.00258274202709,-0.0678888,116.3830 /T,63.4862,32.449431,96.531162,-3.831394,n.a.,n.a.,19605600.0,8,2024,14,-1.384538823954581,-3.1254307981533596e-05
7826,2024-11-22 02:00:00,142.49429166666667,18.659916666666664,-10.49,4.988,0.0026329900308,0.058192,101.0202 /L,78.83,31.156694,112.09273,3.3596277,n.a.,n.a.,28173600.0,11,2024,22,0.7135279295920678,-2.611962787988113e-05
3480,2024-05-25 00:00:00,259.89745833333336,-26.173444444444446,-12.221,3.837,0.00257732175689,-0.0402765,162.2787 /L,17.6772,32.838881,95.867851,-2.249131,n.a.,n.a.,12528000.0,5,2024,25,-1.4297113386297884,-3.2600841704494114e-05
4625,2024-07-11 17:00:00,176.0775,3.080027777777778,-8.928,5.728,0.00270160821924,0.0088537,65.6490 /T,114.2122,29.661473,118.28747,0.521368,n.a.,n.a.,16650000.0,7,2024,11,0.09324272667851402,2.6462509026344613e-05
1128,2024-02-17 00:00:00,59.16916666666667,24.163416666666667,-10.327,5.106,0.00255851005637,0.0615506,94.5819 /T,85.2702,33.01999,74.737448,3.4497307,n.a.,n.a.,4060800.0,2,2024,17,2.1657859310870244,3.339545004168434e-05
279,2024-01-12 15:00:00,310.78625,-22.88533333333333,-5.755,6.214,0.00242512119771,-0.0146315,16.2175 /T,163.7431,37.042234,73.283005,-0.777556,n.a.,n.a.,1004400.0,1,2024,12,-2.2992405013347175,-8.089867922244157e-05
1839,2024-03-17 15:00:00,92.82733333333333,28.542694444444447,-10.293,5.109,0.00261154929604,0.0614534,95.2998 /T,84.5505,31.676561,90.103084,3.5173414,n.a.,n.a.,6620400.0,3,2024,17,1.596443386043166,1.7795065338038936e-05
3999,2024-06-15 15:00:00,189.192375,-2.291611111111111,-10.517,4.972,0.00269658859394,-0.0154117,105.2502 /T,74.6031,29.741526,118.16568,-0.909275,n.a.,n.a.,14396400.0,6,2024,15,-0.1471253370987016,2.1857915376280544e-05
8707,2024-12-28 19:00:00,249.49133333333333,-25.136333333333333,-6.45,6.343,0.00263398414861,-0.0446834,25.8798 /L,154.0529,31.414502,99.565479,-2.563138,n.a.,n.a.,31345200.0,12,2024,28,-1.247429449871434,8.423928670129102e-06
6128,2024-09-12 08:00:00,272.92991666666666,-27.326555555555554,-10.559,4.996,0.00257258858291,-0.0701818,102.8178 /T,77.0394,32.657247,89.024447,-3.952113,n.a.,n.a.,22060800.0,9,2024,12,-1.657616703731242,-1.4786780281313226e-05
8116,2024-12-04 04:00:00,288.3430416666667,-26.68325,-7.171,6.269,0.00258612415207,-0.0383711,34.4582 /T,145.4568,32.561538,81.524861,-2.163634,n.a.,n.a.,29217600.0,12,2024,4,-1.921901250994229,2.9063421105377744e-05
6127,2024-09-12 07:00:00,272.31,-27.320194444444443,-10.541,5.005,0.00257427510432,-0.0699701,102.3144 /T,77.5425,32.61337,89.321954,-3.942986,n.a.,n.a.,22057200.0,9,2024,12,-1.6469028023259262,-1.4234778364775099e-05
1393,2024-02-28 01:00:00,195.321875,-5.363305555555556,-11.632,4.228,0.00270174283486,-0.0211437,141.9169 /L,37.9871,29.793356,117.72038,-1.240414,n.a.,n.a.,5014800.0,2,2024,28,-0.2609347920168131,2.850034656063467e-05
4518,2024-07-07 06:00:00,124.09045833333333,24.56025,-5.509,6.283,0.00262063259261,0.0447358,16.1564 /T,163.8026,31.762775,104.80769,2.540377,n.a.,n.a.,16264800.0,7,2024,7,1.0465456872830303,-1.969453278119525e-05
2826,2024-04-27 18:00:00,260.0217916666667,-26.0775,-11.533,4.376,0.00259248967688,-0.0418843,136.2413 /L,43.657,32.341163,95.940063,-2.362473,n.a.,n.a.,10173600.0,4,2024,27,-1.431605727883994,-1.7259225165794367e-05
8669,2024-12-27 05:00:00,228.616875,-21.95961111111111,-7.754,6.107,0.00267127264915,-0.0354544,43.6149 /L,136.2774,30.447173,108.35517,-2.06953,n.a.,n.a.,31208400.0,12,2024,27,-0.878906800216399,2.0602119048293566e-05
1217,2024-02-20 17:00:00,111.5225,27.144444444444446,-11.551,4.309,0.00266542920352,0.0360104,137.6755 /T,42.2205,30.594265,98.818336,2.0965005,n.a.,n.a.,4381200.0,2,2024,20,1.2701810217133014,4.170448997589324e-05
3490,2024-05-25 10:00:00,266.1014583333333,-27.736472222222222,-12.099,3.950,0.00256774896086,-0.0392559,157.2845 /L,22.6598,33.067736,92.940238,-2.185168,n.a.,n.a.,12564000.0,5,2024,25,-1.5408579549675403,-3.1593485868769595e-05
3333,2024-05-18 21:00:00,184.84075,-0.8578055555555556,-11.173,4.568,0.0027005826986,-0.0140302,126.8372 /T,53.0405,29.741585,118.44336,-0.824507,n.a.,n.a.,11998800.0,5,2024,18,-0.06828141232302379,2.5307788865928764e-05
3686,2024-06-02 14:00:00,18.41975,8.421972222222221,-8.392,6.006,0.00246064028678,0.0027824,51.9995 /L,127.8906,35.860097,62.799559,0.1459743,n.a.,n.a.,13269600.0,6,2024,2,2.827758263390826,4.14522201833108e-05
7900,2024-11-25 04:00:00,176.68395833333332,2.272972222222222,-9.057,5.637,0.00270239394286,0.017841,66.9746 /L,112.8808,29.617596,118.46628,1.0542567,n.a.,n.a.,28440000.0,11,2024,25,0.08066552409232942,2.7178141982405098e-05
6971,2024-10-17 11:00:00,21.575125,10.783777777777777,-12.839,3.409,0.00238875397322,0.0095932,178.3742 /T,1.6219,38.149754,63.316198,0.50464,n.a.,n.a.,25095600.0,10,2024,17,2.7794904575401436,-3.910697573564041e-05
3530,2024-05-27 02:00:00,291.33591666666666,-26.868916666666667,-11.584,4.381,0.00253240408787,-0.0339475,136.7298 /L,43.1723,33.9051,81.051292,-1.869327,n.a.,n.a.,12708000.0,5,2024,27,-1.974032081565164,-1.8148424064256315e-05
7429,2024-11-05 13:00:00,268.24441666666667,-27.440305555555554,-7.891,6.089,0.00262781856287,-0.0419229,45.4155 /T,134.4763,31.464989,91.192213,-2.405954,n.a.,n.a.,26744400.0,11,2024,5,-1.5770616325529645,3.2093324817817574e-05
8759,2024-12-30 23:00:00,280.948,-27.989833333333333,-4.451,4.816,0.00257701901757,-0.044018,4.9493 /T,175.0378,32.88202,84.724193,-2.46649,n.a.,n.a.,31532400.0,12,2024,30,-1.797712277622564,5.155726005886228e-06
8598,2024-12-24 06:00:00,194.97929166666665,-6.183166666666667,-9.472,5.453,0.00270353403476,0.0008979,75.7652 /L,104.082,29.563108,117.43882,0.0518363,n.a.,n.a.,30952800.0,12,2024,24,-0.25716888941387817,3.0229023133674336e-05
5613,2024-08-21 21:00:00,358.8249583333333,-0.6680277777777778,-12.063,4.094,0.00241010675761,0.0125864,150.5313 /L,29.4019,37.434599,61.424429,0.6661302,n.a.,n.a.,20206800.0,8,2024,21,-3.070048213934544,3.6709890013033545e-05
3150,2024-05-11 06:00:00,91.3865,28.475027777777775,-7.604,6.219,0.00254989506857,0.0652295,40.7750 /T,139.1305,33.408534,89.492281,3.6203691,n.a.,n.a.,11340000.0,5,2024,11,1.6211292457978375,-4.131389959966718e-05
3078,2024-05-08 06:00:00,45.98616666666667,20.370472222222222,-4.312,4.175,0.00245389685269,0.0386518,3.2890 /T,176.7031,36.193523,69.737312,2.056286,n.a.,n.a.,11080800.0,5,2024,8,2.3833444663635373,-3.95030586827624e-05
5043,2024-07-29 03:00:00,45.716166666666666,20.698694444444445,-9.621,5.497,0.00250831416508,0.0386321,77.0403 /L,102.8216,34.415581,70.095577,2.1190039,n.a.,n.a.,18154800.0,7,2024,29,2.388862580744779,1.5758105174162613e-05
747,2024-02-01 03:00:00,199.14729166666666,-7.5882499999999995,-10.761,4.810,0.00268558502061,-0.0343953,110.5398 /L,69.3142,29.977716,117.10358,-2.022231,n.a.,n.a.,2689200.0,2,2024,1,-0.3327690192871366,1.3709181909456452e-05
2565,2024-04-16 21:00:00,132.94095833333333,22.630027777777777,-10.456,5.004,0.00267451928295,0.0410268,102.0689 /T,77.7819,30.21272,108.02633,2.4064521,n.a.,n.a.,9234000.0,4,2024,16,0.8887701859616981,2.4407460786874096e-05
1727,2024-03-12 23:00:00,26.295083333333334,12.176194444444445,-7.421,6.261,0.00243046118339,0.0541508,36.2610 /T,143.6562,36.762444,64.05185,2.8657293,n.a.,n.a.,6217200.0,3,2024,12,2.7016872375690135,-1.1065328525981365e-05
5097,2024-07-31 09:00:00,78.233,27.823444444444444,-8.117,6.071,0.00256027705718,0.0405752,48.9146 /L,130.9762,33.13777,83.851013,2.2619976,n.a.,n.a.,18349200.0,7,2024,31,1.846400144039621,-5.900736530266987e-06
3290,2024-05-17 02:00:00,166.04616666666666,8.855055555555555,-10.59,4.924,0.00270308279759,0.0099302,107.3822 /T,72.4717,29.599705,117.21953,0.5899823,n.a.,n.a.,11844000.0,5,2024,17,0.28145706688165734,3.019700219873342e-05
7268,2024-10-29 20:00:00,186.62958333333333,-1.0246388888888889,-6.645,6.345,0.00271484775352,0.0011786,29.2850 /L,150.638,29.554611,118.48334,0.0646875,n.a.,n.a.,26164800.0,10,2024,29,-0.09958606573820498,3.974123968582006e-05
4082,2024-06-19 02:00:00,228.65625,-20.638972222222222,-11.691,4.243,0.00262614360361,-0.0493527,143.8878 /T,36.0249,31.542105,109.02859,-2.817248,n.a.,n.a.,14695200.0,6,2024,19,-0.8761299431762213,-2.4683095826947676e-05
8656,2024-12-26 16:00:00,221.99533333333332,-18.170861111111112,-8.127,5.988,0.00268159687854,-0.0304036,49.5838 /L,130.2969,30.177156,110.74554,-1.784026,n.a.,n.a.,31161600.0,12,2024,26,-0.7547300549483359,2.4425774051956874e-05
3381,2024-05-20 21:00:00,206.36158333333333,-11.74088888888889,-11.793,4.131,0.0026723821555,-0.0331055,148.8604 /T,31.0613,30.491355,115.81778,-1.920191,n.a.,n.a.,12171600.0,5,2024,20,-0.46812658307897603,3.980193203770473e-06
7570,2024-11-11 10:00:00,348.97625,-5.508611111111111,-11.178,4.682,0.00245370820782,-0.0467728,118.1589 /T,61.7159,35.982011,62.069817,-2.506847,n.a.,n.a.,27252000.0,11,2024,11,-2.9127678901939356,5.015794992459634e-05
5110,2024-07-31 22:00:00,86.313625,28.37152777777778,-7.679,6.201,0.00257296320762,0.0405113,42.3227 /L,137.5792,32.844664,87.671567,2.2668965,n.a.,n.a.,18396000.0,7,2024,31,1.7083956679073296,-8.934994304559633e-06
7061,2024-10-21 05:00:00,77.946375,28.02288888888889,-11.432,4.502,0.00248704055708,0.0701211,128.4293 /L,51.4589,35.03213,83.85561,3.8127933,n.a.,n.a.,25419600.0,10,2024,21,1.851868107878052,-7.848922915858507e-05
1615,2024-03-08 07:00:00,322.19870833333334,-18.489944444444443,-6.946,6.340,0.00241143961378,-0.0427819,29.8321 /L,150.0984,37.368589,68.711465,-2.254203,n.a.,n.a.,5814000.0,3,2024,8,-2.484669963681601,-6.615412777975825e-05
5189,2024-08-04 05:00:00,132.66945833333332,22.19675,-4.36,4.983,0.00264732477867,0.0363264,5.2707 /L,174.7154,31.15362,108.43273,2.0812459,n.a.,n.a.,18680400.0,8,2024,4,0.8923212244582724,-2.584369647419798e-06
3012,2024-05-05 12:00:00,8.509458333333333,3.068777777777778,-7.38,6.295,0.00242827691188,-0.0066222,36.1222 /L,143.7962,36.869582,61.655954,-0.35518,n.a.,n.a.,10843200.0,5,2024,5,2.984759686062141,3.8331984066696575e-05
5361,2024-08-11 09:00:00,211.72641666666667,-14.622499999999999,-9.429,5.513,0.00268928498391,-0.0308628,75.9967 /T,103.8557,29.891844,114.29604,-1.820561,n.a.,n.a.,19299600.0,8,2024,11,-0.5682435086288374,2.420791948901579e-05
6525,2024-09-28 21:00:00,146.86658333333332,17.168083333333335,-7.644,6.165,0.00268165727719,0.0324654,42.7110 /L,137.1846,30.213493,113.44422,1.8945005,n.a.,n.a.,23490000.0,9,2024,28,0.6341755143635882,1.9120647589746225e-05
1266,2024-02-22 18:00:00,137.781625,20.99763888888889,-12.117,3.835,0.00269869380048,0.0206476,160.1479 /T,19.7989,29.956405,109.68733,1.215854,n.a.,n.a.,4557600.0,2,2024,22,0.8009676583357912,4.3827725389532484e-05
3009,2024-05-05 09:00:00,6.886666666666667,2.192194444444444,-7.504,6.267,0.00242882476384,-0.0085501,37.8386 /L,142.0765,36.845414,61.576831,-0.457338,n.a.,n.a.,10832400.0,5,2024,5,3.0104683540784376,4.3818862807144896e-05
103,2024-01-05 07:00:00,204.64116666666666,-9.173944444444444,-9.582,5.422,0.00265140242335,-0.0508787,77.3080 /L,102.5411,30.729101,116.156,-2.958589,n.a.,n.a.,370800.0,1,2024,5,-0.4317210734301263,-1.8049303765301557e-05
4099,2024-06-19 19:00:00,237.98354166666667,-23.948055555555555,-11.925,4.071,0.00260547604829,-0.0513624,152.1109 /T,27.8203,32.082193,105.39192,-2.905046,n.a.,n.a.,14756400.0,6,2024,19,-1.045741626038902,-3.4904986717522023e-05
1528,2024-03-04 16:00:00,266.287375,-27.666500000000003,-9.665,5.436,0.00254302625661,-0.0702752,77.5581 /L,102.2983,33.412782,93.02744,-3.915466,n.a.,n.a.,5500800.0,3,2024,4,-1.543882996587308,-5.60171661096601e-05
8779,2024-12-31 19:00:00,293.2595416666667,-25.526111111111113,-5.173,5.941,0.00255661771784,-0.0405346,11.5077 /T,168.4627,33.39933,79.065517,-2.254599,n.a.,n.a.,31604400.0,12,2024,31,-2.0037117421691124,9.84834006723806e-06
6076,2024-09-10 04:00:00,242.22908333333334,-24.426972222222222,-9.54,5.470,0.00265015379473,-0.0515378,77.5002 /T,102.3526,30.773754,103.32129,-2.993914,n.a.,n.a.,21873600.0,9,2024,10,-1.1202558941358272,1.4944698091608633e-05
1541,2024-03-05 05:00:00,274.592125,-27.513277777777777,-9.38,5.570,0.00252091210612,-0.0708772,70.8033 /L,109.059,34.020226,89.069331,-3.913174,n.a.,n.a.,5547600.0,3,2024,5,-1.6867883741915977,-6.333691746456156e-05
3011,2024-05-05 11:00:00,7.968125,2.77675,-7.422,6.286,0.00242844404917,-0.0072688,36.6944 /L,143.2229,36.862009,61.626804,-0.389431,n.a.,n.a.,10839600.0,5,2024,5,2.993336628574025,4.0142174126092407e-05
6997,2024-10-18 13:00:00,36.97591666666667,17.733305555555553,-12.472,3.745,0.00240231565385,0.033326,164.6448 /L,15.319,37.701361,67.180306,1.7490643,n.a.,n.a.,25189200.0,10,2024,18,2.531923063947114,-6.768190815239052e-05
2791,2024-04-26 07:00:00,239.585375,-23.562361111111112,-11.964,4.021,0.00262631997279,-0.0383267,153.4456 /L,26.4879,31.596889,105.07045,-2.183117,n.a.,n.a.,10047600.0,4,2024,26,-1.0723733679352607,-1.225345082006904e-05
1322,2024-02-25 02:00:00,164.24041666666668,9.850055555555555,-12.443,3.524,0.00271535038514,0.0039949,173.2553 /L,6.7265,29.622977,116.85163,0.2411023,n.a.,n.a.,4759200.0,2,2024,25,0.3152210700071125,4.311016966536928e-05
7963,2024-11-27 19:00:00,204.35104166666667,-11.781305555555555,-7.384,6.204,0.0027035158293,-0.0145406,38.7150 /L,141.1864,29.754374,115.90345,-0.86119,n.a.,n.a.,28666800.0,11,2024,27,-0.43353854524640817,3.411449512607341e-05
4800,2024-07-19 00:00:00,264.3611666666667,-27.77830555555556,-11.871,4.154,0.00254718462326,-0.061124,148.1943 /T,31.7299,33.529073,93.332265,-3.383662,n.a.,n.a.,17280000.0,7,2024,19,-1.51093704630612,-5.508390291506654e-05
2152,2024-03-30 16:00:00,247.89941666666667,-25.729916666666668,-11.069,4.671,0.00261411017479,-0.0492499,119.7778 /L,60.0923,31.706788,101.52946,-2.811464,n.a.,n.a.,7747200.0,3,2024,30,-1.221512905948197,-1.3500470714319143e-05
5457,2024-08-15 09:00:00,264.048625,-27.635666666666665,-11.143,4.662,0.00256453568754,-0.0694845,121.9228 /T,57.9541,32.93555,93.333182,-3.890384,n.a.,n.a.,19645200.0,8,2024,15,-1.5051705343288895,-3.8290173236647535e-05
6203,2024-09-15 11:00:00,319.5274166666667,-18.00425,-11.839,4.242,0.00244684561514,-0.059868,142.8407 /T,37.075,36.268349,68.89278,-3.189931,n.a.,n.a.,22330800.0,9,2024,15,-2.4373031425518,-3.821896794384012e-05
1531,2024-03-04 19:00:00,268.187875,-27.586861111111112,-9.602,5.466,0.00253794335147,-0.0705396,76.0109 /L,103.8466,33.550389,92.123592,-3.922044,n.a.,n.a.,5511600.0,3,2024,4,-1.5764695100491086,-5.784172280704587e-05
4353,2024-06-30 09:00:00,25.384875,12.086444444444446,-9.36,5.623,0.00248344148061,0.0173266,70.8251 /L,109.0425,35.13955,64.167198,0.9391627,n.a.,n.a.,15670800.0,6,2024,30,2.7171588613863773,4.4601542601358825e-05
4579,2024-07-09 19:00:00,155.40354166666665,13.51988888888889,-7.745,6.159,0.00267873277277,0.0310886,44.6672 /T,135.2266,30.276421,115.28428,1.8123355,n.a.,n.a.,16484400.0,7,2024,9,0.47731428238277224,1.0609164283105748e-05
6914,2024-10-15 02:00:00,349.6605416666667,-5.753027777777778,-11.977,4.156,0.00241171363707,-0.0408545,146.1531 /T,33.7697,37.349777,61.915316,-2.144147,n.a.,n.a.,24890400.0,10,2024,15,-2.9252156707571646,1.0492064984112242e-05
8553,2024-12-22 09:00:00,175.32475,2.7062222222222223,-10.282,5.070,0.00268729888929,0.0288994,96.0182 /L,83.8262,29.903874,118.37808,1.7047136,n.a.,n.a.,30790800.0,12,2024,22,0.10525384072352252,1.2229578791343298e-05
5381,2024-08-12 05:00:00,221.396125,-18.708555555555552,-9.826,5.336,0.00267170986562,-0.0420572,85.1987 /T,94.6507,30.270149,111.38745,-2.463946,n.a.,n.a.,19371600.0,8,2024,12,-0.7457973706502853,1.4109242595663606e-05
4730,2024-07-16 02:00:00,224.05358333333334,-19.985333333333333,-10.823,4.820,0.00264613092822,-0.0500582,113.7063 /T,66.1571,30.912921,110.52514,-2.895942,n.a.,n.a.,17028000.0,7,2024,16,-0.7949958682576551,-9.040557010312096e-06
5308,2024-08-09 04:00:00,187.9735,-2.420055555555556,-8.185,6.004,0.00270941407044,-0.0012142,52.0034 /T,127.8759,29.551247,118.32425,-0.075363,n.a.,n.a.,19108800.0,8,2024,9,-0.1264286446803638,3.450196575948425e-05
6977,2024-10-17 17:00:00,25.061875,12.478333333333333,-12.781,3.465,0.00239055002607,0.0152737,176.1830 /L,3.8081,38.091277,64.029195,0.800677,n.a.,n.a.,25117200.0,10,2024,17,2.7237581665486195,-4.7139306667136425e-05
304,2024-01-13 16:00:00,326.359,-16.044694444444445,-6.988,6.316,0.00242198169396,0.0040155,30.2163 /T,149.7128,37.090466,67.798785,0.2068582,n.a.,n.a.,1094400.0,1,2024,13,-2.5500601785691823,-4.506222851920639e-05
4159,2024-06-22 07:00:00,274.6469583333333,-27.661222222222225,-12.559,3.559,0.00253408441236,-0.0440797,174.1487 /L,5.8369,33.975332,88.664125,-2.419735,n.a.,n.a.,14972400.0,6,2024,22,-1.6881217684842131,-5.00204074289903e-05
1930,2024-03-21 10:00:00,142.79104166666667,19.31983333333333,-11.507,4.323,0.00270300664602,0.0210205,137.7972 /T,42.0984,29.743214,111.52343,1.2434018,n.a.,n.a.,6948000.0,3,2024,21,0.7101343262544831,4.374216849082268e-05
7834,2024-11-22 10:00:00,146.506,17.06838888888889,-10.351,5.057,0.00264385324522,0.0546191,97.2317 /L,82.6163,30.894254,113.31578,3.167169,n.a.,n.a.,28202400.0,11,2024,22,0.6401368084140181,-1.843995528115353e-05
5427,2024-08-14 03:00:00,246.031375,-25.804555555555556,-10.648,4.934,0.00261274033936,-0.0628723,107.0129 /T,72.8458,31.676116,101.6709,-3.594517,n.a.,n.a.,19537200.0,8,2024,14,-1.189473406239514,-1.7345655023080254e-05
4390,2024-07-01 22:00:00,46.041875,20.577444444444446,-8.282,6.035,0.00250260624564,0.0257646,50.8698 /L,129.0205,34.680885,70.10841,1.4032288,n.a.,n.a.,15804000.0,7,2024,1,2.382924843307614,9.142243767219695e-06
7245,2024-10-28 21:00:00,176.68,2.447916666666667,-7.426,6.203,0.00271158693167,0.0108115,39.6176 /L,140.2823,29.567436,118.56203,0.6348182,n.a.,n.a.,26082000.0,10,2024,28,0.08119168478342849,3.6373859731257674e-05
7698,2024-11-16 18:00:00,63.60304166666667,25.78025,-12.528,3.665,0.00243690671518,0.0438412,167.3847 /L,12.5847,36.671291,77.451675,2.3297125,n.a.,n.a.,27712800.0,11,2024,16,2.093506684033654,-9.807311878755462e-05
1845,2024-03-17 21:00:00,96.420375,28.498166666666666,-10.387,5.056,0.00262026367221,0.0592189,98.2083 /T,81.6425,31.46998,91.81881,3.4009384,n.a.,n.a.,6642000.0,3,2024,17,1.534325488798997,2.0277494794696937e-05
6492,2024-09-27 12:00:00,130.12758333333332,23.07772222222222,-8.608,5.852,0.00265082043798,0.0452124,58.1419 /L,121.7291,30.834407,107.67628,2.6171625,n.a.,n.a.,23371200.0,9,2024,27,0.9384893388371177,3.619868453169032e-06
