,Datetime,RA,DEC,Lon,Lat,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start
8605,2024-12-24 13:00:00,198.08129166666666,-8.603777777777779,199.93894663905184,-0.8701872817396822,-9.332,5.515,0.0027033216259,-0.0034066,72.6273 /L,107.2222,29.577934,116.96524,-0.203664,n.a.,n.a.,30978000.0
2663,2024-04-20 23:00:00,178.45358333333334,2.421861111111111,177.61534793687167,1.60690601851953,-11.719,4.164,0.00270924191718,-0.0091419,146.5845 /T,33.3305,29.656308,118.46998,-0.534549,n.a.,n.a.,9586800.0
3584,2024-05-29 08:00:00,323.79108333333335,-17.279694444444445,320.4666148312891,-2.760151597713905,-10.781,4.917,0.00249369112771,-0.02542,108.0433 /L,71.8229,34.844298,68.120365,-1.384695,n.a.,n.a.,12902400.0
8772,2024-12-31 12:00:00,288.968875,-26.862750000000002,286.9014502281353,-4.530315373872176,-4.842,5.588,0.00256356330034,-0.0419039,8.4142 /T,171.5641,33.224109,81.00215,-2.336462,n.a.,n.a.,31579200.0
1422,2024-02-29 06:00:00,208.451375,-12.847027777777777,210.97142655464415,-1.1022661956713176,-11.286,4.487,0.00268273822262,-0.0334777,128.6990 /L,51.1802,30.137947,115.43222,-1.958351,n.a.,n.a.,5119200.0
5283,2024-08-08 03:00:00,177.1275,2.30325,176.44657816260556,0.9713656509880849,-7.463,6.228,0.00270643941815,0.0107843,40.7254 /T,139.1748,29.678832,118.45931,0.6320798,n.a.,n.a.,19018800.0
1111,2024-02-16 07:00:00,49.384,21.348416666666665,52.61529887786514,3.0250617370600934,-10.023,5.268,0.00253286306154,0.0635397,85.8676 /T,93.9859,33.691555,70.925833,3.5244944,n.a.,n.a.,3999600.0
8212,2024-12-08 04:00:00,342.3630416666667,-8.368888888888888,340.5452169355682,-0.819362178201709,-9.98,5.300,0.00249882513668,-0.0356152,83.8707 /T,95.9848,34.66345,63.017619,-1.948876,n.a.,n.a.,29563200.0
8047,2024-12-01 07:00:00,247.10641666666666,-25.58727777777778,249.40413584610943,-3.769215501435134,-4.346,4.701,0.00264841662691,-0.0355403,4.5981 /L,175.3895,31.144305,100.88523,-2.047247,n.a.,n.a.,28969200.0
3002,2024-05-05 02:00:00,3.1110416666666665,0.14380555555555555,2.907286789940868,-1.1051350559589632,-7.783,6.196,0.00243063434303,-0.0128998,41.8396 /L,138.068,36.7726,61.489101,-0.688298,n.a.,n.a.,10807200.0
2546,2024-04-16 02:00:00,122.79470833333333,25.27038888888889,119.45810788940733,5.122330902857734,-10.165,5.165,0.00265346708105,0.0509017,93.2031 /T,86.6457,30.680784,103.91553,2.9613987,n.a.,n.a.,9165600.0
1099,2024-02-15 19:00:00,42.603791666666666,18.98466666666667,45.83781400945299,2.51355594230913,-9.785,5.387,0.00251444662693,0.0638269,79.5994 /T,100.2571,34.195057,68.572719,3.513245,n.a.,n.a.,3956400.0
4011,2024-06-16 03:00:00,194.478875,-5.495694444444444,195.44870725944958,0.6375492902997147,-10.695,4.873,0.00269114370162,-0.0222268,110.7111 /T,69.147,29.879682,117.67907,-1.30797,n.a.,n.a.,14439600.0
3191,2024-05-12 23:00:00,116.38320833333333,26.43013888888889,113.55004078186474,5.121941432096578,-8.792,5.804,0.00261305341009,0.0604282,61.3183 /T,118.5517,31.715579,101.16016,3.4493173,n.a.,n.a.,11487600.0
5626,2024-08-22 10:00:00,5.932083333333333,2.5380555555555553,6.446132001857283,-0.02527152768993091,-11.859,4.251,0.00241555888275,0.0221268,143.0039 /L,36.9141,37.235276,61.511894,1.1704092,n.a.,n.a.,20253600.0
8706,2024-12-28 18:00:00,248.91354166666667,-25.22577777777778,250.96705174117943,-3.1682391657107107,-6.489,6.341,0.00263505779722,-0.0445504,26.3511 /L,153.5804,31.386713,99.827633,-2.55673,n.a.,n.a.,31341600.0
1173,2024-02-18 21:00:00,85.79933333333334,28.201694444444446,86.28736743352624,4.816677450432822,-10.999,4.703,0.00261966201917,0.0503044,116.8248 /T,63.0397,31.558013,86.703851,2.8844303,n.a.,n.a.,4222800.0
8266,2024-12-10 10:00:00,10.469458333333334,5.320277777777777,11.702809763483081,0.7508074497105237,-11.036,4.760,0.00245864608935,-0.0240885,113.2152 /T,66.6533,35.847387,62.003645,-1.293025,n.a.,n.a.,29757600.0
4913,2024-07-23 17:00:00,334.967,-12.35875,332.30812864128325,-1.8313861835232168,-11.986,4.136,0.00244035572488,-0.0077221,148.9891 /L,30.9403,36.536689,64.729332,-0.405684,n.a.,n.a.,17686800.0
2937,2024-05-02 09:00:00,327.5629583333333,-16.571305555555554,324.1125629630279,-3.2781136720445545,-9.72,5.457,0.00247541905379,-0.0401279,78.3089 /L,101.5531,35.320871,66.975612,-2.175564,n.a.,n.a.,10573200.0
4488,2024-07-06 00:00:00,106.48454166666667,27.594694444444443,104.62354187848163,4.988263288086828,-4.377,4.911,0.00258820429294,0.0444099,5.0189 /T,174.9683,32.583629,97.015092,2.4888923,n.a.,n.a.,16156800.0
2685,2024-04-21 21:00:00,188.04175,-1.2136111111111112,187.86122683603716,2.0744823418537046,-11.986,3.949,0.00270218822098,-0.0172431,156.5838 /T,23.355,29.858537,118.41156,-1.007677,n.a.,n.a.,9666000.0
5072,2024-07-30 08:00:00,62.869708333333335,25.445805555555555,65.61206245214112,4.274706026278283,-8.871,5.805,0.00253593358946,0.0402418,61.7874 /L,118.0863,33.717442,76.90309,2.2270244,n.a.,n.a.,18259200.0
5276,2024-08-07 20:00:00,174.073125,3.9503333333333335,172.99338451315282,1.2736964762548872,-7.241,6.283,0.00270436795609,0.0137798,37.5601 /T,142.3467,29.741549,118.29609,0.8075329,n.a.,n.a.,18993600.0
8072,2024-12-02 08:00:00,261.704,-27.834611111111112,262.63618308800795,-4.606735612867591,-5.292,6.078,0.00262640697971,-0.0373981,13.3099 /T,166.6551,31.65378,94.129468,-2.136894,n.a.,n.a.,29059200.0
8404,2024-12-16 04:00:00,95.35104166666666,28.35138888888889,94.72758095346822,4.999895133853108,-12.514,3.628,0.00249683009114,0.0501245,168.4757 /L,11.4956,34.97295,92.494335,2.7244679,n.a.,n.a.,30254400.0
7583,2024-11-11 23:00:00,355.9124166666667,-1.2176944444444444,355.7600558649374,0.507122417518552,-11.401,4.547,0.00243989909312,-0.0412713,125.4382 /T,54.4467,36.421965,61.528604,-2.197011,n.a.,n.a.,27298800.0
7548,2024-11-10 12:00:00,337.188625,-11.578277777777778,334.61785775730954,-1.8950009736500517,-10.78,4.902,0.00248028101429,-0.052961,106.0607 /T,73.8014,35.174452,63.983199,-2.873508,n.a.,n.a.,27172800.0
6113,2024-09-11 17:00:00,263.72470833333335,-27.522694444444447,264.4127649804608,-4.204719378337774,-10.281,5.133,0.00259726550567,-0.0662789,95.3411 /T,84.5117,32.027663,93.437263,-3.770749,n.a.,n.a.,22006800.0
7802,2024-11-21 02:00:00,129.76708333333335,22.945444444444444,126.2130024305539,4.3656719831915085,-10.892,4.778,0.00259677588842,0.0665864,112.6143 /L,67.2469,32.06869,107.57496,3.7868108,n.a.,n.a.,28087200.0
5332,2024-08-10 04:00:00,198.49608333333333,-8.89725,200.42940720526227,-0.9870493117304162,-8.789,5.779,0.00270500720954,-0.0142359,62.8284 /T,117.0355,29.592883,117.14133,-0.845485,n.a.,n.a.,19195200.0
4339,2024-06-29 19:00:00,17.918541666666666,8.408277777777778,19.717856828073398,0.7502799640609618,-9.705,5.473,0.00247813901414,0.0141467,78.4493 /L,101.4138,35.272067,62.816557,0.7659562,n.a.,n.a.,15620400.0
2623,2024-04-19 07:00:00,160.835,11.561916666666667,157.95011846309887,3.2072009177137923,-11.229,4.521,0.00270949474524,0.0093615,128.5057 /T,51.3734,29.549423,116.35044,0.5577764,n.a.,n.a.,9442800.0
7717,2024-11-17 13:00:00,76.30433333333333,27.749833333333335,77.86166299218299,4.886079570731564,-12.237,3.904,0.00245975883198,0.055645,156.9625 /L,22.982,35.963389,83.216469,2.9842149,n.a.,n.a.,27781200.0
301,2024-01-13 13:00:00,324.5455,-17.354666666666667,321.12493569656885,-3.063695228657123,-6.851,6.331,0.00242176980122,0.0018495,28.5168 /T,151.4159,37.103903,68.366393,0.0924621,n.a.,n.a.,1083600.0
6031,2024-09-08 07:00:00,218.91858333333334,-17.502416666666665,222.0444428616205,-2.155114129790621,-8.478,5.895,0.00269400102881,-0.0291639,56.6313 /T,123.2406,29.860624,112.22833,-1.721032,n.a.,n.a.,21711600.0
5036,2024-07-28 20:00:00,41.709375,19.275777777777776,45.115489379227036,3.041206112542185,-9.785,5.425,0.00250186300637,0.0379454,80.7738 /L,99.0868,34.586605,68.716339,2.0767583,n.a.,n.a.,18129600.0
2501,2024-04-14 05:00:00,96.563625,28.519666666666666,95.7902033006054,5.21221502794256,-9.33,5.581,0.00258792669805,0.0682838,71.4612 /T,108.3986,32.284586,91.901462,3.8662614,n.a.,n.a.,9003600.0
4090,2024-06-19 10:00:00,232.98,-21.310805555555554,235.8448503160151,-2.152309334571474,-11.801,4.163,0.00261652105537,-0.0505374,147.7451 /T,32.1761,31.792889,107.39285,-2.872432,n.a.,n.a.,14724000.0
2906,2024-05-01 02:00:00,309.4587916666667,-22.42886111111111,306.05844723775107,-3.7941021378371698,-10.346,5.140,0.00250729488018,-0.0445501,95.0595 /L,84.7985,34.41981,73.333025,-2.444943,n.a.,n.a.,10461600.0
5346,2024-08-10 18:00:00,204.78808333333333,-11.796916666666668,207.2525896871467,-1.3935670735934775,-9.109,5.650,0.00269886904786,-0.0222274,69.1666 /T,110.6907,29.701392,115.96564,-1.316123,n.a.,n.a.,19245600.0
7576,2024-11-11 16:00:00,352.1762083333333,-3.2064166666666667,351.5441562227047,0.15731973789620526,-11.282,4.620,0.00244712155798,-0.0444059,121.5073 /T,58.372,36.189982,61.76442,-2.372406,n.a.,n.a.,27273600.0
6324,2024-09-20 12:00:00,28.527875,14.108527777777777,31.48669096976662,2.258384765555883,-11.961,4.171,0.00241177482286,0.0401964,146.1108 /L,33.8128,37.342981,64.809769,2.1192693,n.a.,n.a.,22766400.0
8515,2024-12-20 19:00:00,158.15429166666667,11.568722222222222,155.50822700682158,2.234093520145945,-10.883,4.753,0.00265129138935,0.0488432,113.5126 /L,66.3461,30.773708,116.25506,2.8375481,n.a.,n.a.,30654000.0
7267,2024-10-29 19:00:00,186.19620833333335,-1.2597222222222222,186.1836879738638,1.3036207139612142,-6.681,6.342,0.00271481467322,0.0015713,29.7337 /L,150.1882,29.55299,118.50639,0.0879158,n.a.,n.a.,26161200.0
7081,2024-10-22 01:00:00,91.01020833333334,28.665499999999998,90.8919500953679,5.229427310815213,-11.095,4.701,0.00252164592134,0.0730041,117.7542 /L,62.1176,34.02875,90.086628,4.0287479,n.a.,n.a.,25491600.0
3817,2024-06-08 01:00:00,97.42954166666667,28.290055555555558,96.5652285133789,5.019921011196934,-5.905,6.374,0.00255976413427,0.0540855,19.7762 /T,160.175,33.26194,92.533983,3.0029335,n.a.,n.a.,13741200.0
3419,2024-05-22 11:00:00,225.08191666666667,-19.94561111111111,228.34753777370824,-2.7626043518571133,-12.283,3.735,0.002638171212,-0.0405738,166.5819 /T,13.3834,31.35297,110.48994,-2.318335,n.a.,n.a.,12308400.0
3952,2024-06-13 16:00:00,168.67995833333333,7.2651666666666666,166.75319251144842,2.2104639106329236,-9.751,5.364,0.00269788254565,0.0133131,83.9747 /T,95.874,29.694288,117.57097,0.7870695,n.a.,n.a.,14227200.0
1309,2024-02-24 13:00:00,158.36633333333333,12.691611111111111,155.28518578651213,3.3539199284610866,-12.532,3.439,0.00271348101127,0.0079367,176.6373 /L,3.3535,29.667727,115.70816,0.4730324,n.a.,n.a.,4712400.0
2880,2024-04-30 00:00:00,293.5642916666667,-25.05088888888889,291.26183870786014,-3.335061330167475,-10.781,4.890,0.00253548325642,-0.0451937,108.7535 /L,71.1101,33.685766,80.130878,-2.504753,n.a.,n.a.,10368000.0
668,2024-01-28 20:00:00,164.47804166666666,9.813722222222223,161.93103518405226,2.951218197202304,-11.745,4.132,0.00271152259396,0.0051293,145.9975 /L,33.9147,29.605459,116.69791,0.3076341,n.a.,n.a.,2404800.0
7015,2024-10-19 07:00:00,48.112541666666665,21.77363888888889,51.58419862478764,3.7460831581207166,-12.184,3.982,0.00241991465937,0.0475305,154.1954 /L,25.7443,37.123195,70.985254,2.5114049,n.a.,n.a.,25254000.0
2878,2024-04-29 22:00:00,292.32170833333333,-26.866722222222222,289.87224286685984,-4.955138524956583,-10.812,4.872,0.00253765739658,-0.0451593,109.7939 /L,70.0705,33.631322,80.694503,-2.504655,n.a.,n.a.,10360800.0
5801,2024-08-29 17:00:00,109.115,27.44661111111111,106.96603522252944,5.126017093106093,-8.131,6.043,0.00261698850696,0.0449218,49.7293 /L,130.1571,31.697438,98.589318,2.5615715,n.a.,n.a.,20883600.0
2758,2024-04-24 22:00:00,222.02425,-17.059444444444445,224.737456887286,-0.835478592504173,-12.352,3.658,0.00265514239254,-0.0340648,169.2314 /L,10.7406,30.965635,111.65477,-1.957574,n.a.,n.a.,9928800.0
6471,2024-09-26 15:00:00,118.58091666666667,25.93425,115.58771755234825,4.997959025688148,-9.144,5.646,0.00262598000569,0.0530041,68.1695 /L,111.6909,31.375513,102.8915,3.0444142,n.a.,n.a.,23295600.0
1068,2024-02-14 12:00:00,25.519541666666665,11.6595,27.87478453981875,1.0076801044208803,-9.05,5.721,0.00246802122677,0.0592493,62.9361 /T,116.9363,35.544874,63.986341,3.1954641,n.a.,n.a.,3844800.0
4972,2024-07-26 04:00:00,6.949,2.9128333333333334,7.5274262002664685,-0.0825109029894942,-11.052,4.780,0.00245273940298,0.0228462,115.7935 /L,64.0822,36.029243,61.678562,1.2276754,n.a.,n.a.,17899200.0
6129,2024-09-12 09:00:00,273.55058333333335,-27.33575,273.15149027755183,-3.9353790208142296,-10.577,4.987,0.0025708970578,-0.070386,103.3219 /T,76.5357,32.701377,88.726677,-3.960794,n.a.,n.a.,22064400.0
5711,2024-08-25 23:00:00,54.040708333333335,23.478916666666667,57.32176820994399,4.026807824853682,-10.359,5.138,0.00250394345584,0.0551661,95.5372 /L,84.3216,34.495379,73.268823,3.0251079,n.a.,n.a.,20559600.0
985,2024-02-11 01:00:00,339.78875,-11.954583333333334,336.8452995925149,-3.1875231461054763,-5.726,6.202,0.00239415033344,0.0057034,15.7051 /T,164.2573,37.97308,64.088523,0.2918111,n.a.,n.a.,3546000.0
5688,2024-08-25 00:00:00,40.48416666666667,19.027749999999997,43.93519983850047,3.152079249964736,-10.802,4.912,0.00247421986204,0.0516338,107.9827 /L,71.8841,35.352978,68.306195,2.7975272,n.a.,n.a.,20476800.0
431,2024-01-18 23:00:00,35.138958333333335,15.732055555555556,38.051621291287844,1.6273498659746544,-10.554,4.997,0.00252668904637,0.0477619,100.0435 /T,79.8116,33.893208,66.321013,2.6427341,n.a.,n.a.,1551600.0
2267,2024-04-04 11:00:00,318.875,-19.261027777777777,315.4069692352301,-3.1918667395563194,-8.876,5.810,0.00245562431369,-0.052989,59.9645 /L,119.9135,35.918693,69.793898,-2.848159,n.a.,n.a.,8161200.0
3236,2024-05-14 20:00:00,140.704125,19.96611111111111,136.84608122724083,4.387559500182695,-9.733,5.378,0.00266926218747,0.0415109,82.7036 /T,97.1463,30.330058,110.84431,2.4282387,n.a.,n.a.,11649600.0
4673,2024-07-13 17:00:00,197.03379166666667,-7.891972222222223,198.70979380571805,-0.604767515065927,-9.884,5.302,0.00269541191146,-0.0199128,87.3563 /T,92.4919,29.744771,117.31333,-1.177353,n.a.,n.a.,16822800.0
8301,2024-12-11 21:00:00,29.635125,14.755277777777778,32.718193176244306,2.4916678504684455,-11.612,4.397,0.00244426351175,-0.0090343,132.7002 /T,47.1953,36.356547,65.447085,-0.477975,n.a.,n.a.,29883600.0
474,2024-01-20 18:00:00,59.01733333333333,23.876305555555557,61.86500367353466,3.412711465537632,-11.198,4.598,0.00257487066627,0.044662,121.9740 /T,57.8989,32.712965,74.596967,2.5147376,n.a.,n.a.,1706400.0
2530,2024-04-15 10:00:00,113.804625,26.961277777777777,111.18003291910236,5.255207476947658,-9.896,5.307,0.0026324073078,0.058305,85.6080 /T,94.2422,31.174392,99.963491,3.3634387,n.a.,n.a.,9108000.0
6053,2024-09-09 05:00:00,229.93195833333334,-21.65341666666667,233.17954366478457,-3.1878097870451008,-9.024,5.685,0.0026756111974,-0.0403014,66.7478 /T,113.1122,30.225056,108.35295,-2.363078,n.a.,n.a.,21790800.0
8752,2024-12-30 16:00:00,276.62075,-27.71622222222222,275.8660667224422,-4.411860394447092,-4.556,5.103,0.00258450993583,-0.0448866,5.9520 /L,174.0322,32.690414,86.770132,-2.522356,n.a.,n.a.,31507200.0
6123,2024-09-12 03:00:00,269.8383333333333,-27.322916666666664,269.8464569384968,-3.883648162665021,-10.468,5.042,0.00258096762961,-0.0690511,100.3080 /T,79.5475,32.440473,90.508548,-3.902101,n.a.,n.a.,22042800.0
2551,2024-04-16 07:00:00,125.52045833333334,24.63738888888889,122.01836226603017,5.059517058507233,-10.244,5.122,0.00265944223785,0.0483945,95.5509 /T,84.298,30.545083,105.06124,2.8221688,n.a.,n.a.,9183600.0
2995,2024-05-04 19:00:00,359.34479166666665,-0.09930555555555554,359.35437637391817,0.16952091589196552,-8.046,6.119,0.0024331574426,-0.0170177,45.8326 /L,134.0679,36.678141,61.536267,-0.907744,n.a.,n.a.,10782000.0
6438,2024-09-25 06:00:00,99.039875,28.480305555555553,97.97445279198028,5.290885723986401,-9.892,5.329,0.00257964860383,0.0630697,84.3700 /L,95.4833,32.472153,93.905807,3.5637348,n.a.,n.a.,23176800.0
5746,2024-08-27 10:00:00,75.46945833333334,27.699305555555554,77.11848764350043,4.907740757034597,-9.603,5.483,0.00255053997415,0.0544563,77.2125 /L,102.6463,33.257601,82.648795,3.0389246,n.a.,n.a.,20685600.0
1148,2024-02-17 20:00:00,70.91829166666666,26.59575,72.9551638096419,4.2788241104939075,-10.646,4.924,0.00258719656181,0.0573641,104.6040 /T,75.2509,32.309596,79.807573,3.2508081,n.a.,n.a.,4132800.0
6789,2024-10-09 21:00:00,276.4820833333333,-27.407416666666666,275.75701982457804,-4.097781612831724,-9.667,5.422,0.00259737947758,-0.0602508,79.0469 /T,100.8068,32.042125,87.307016,-3.428551,n.a.,n.a.,24440400.0
689,2024-01-29 17:00:00,173.751625,5.062222222222222,172.25878555816774,2.167912512961144,-11.494,4.321,0.00271184739825,-0.0040583,136.6277 /L,43.2644,29.542066,117.89449,-0.235934,n.a.,n.a.,2480400.0
1569,2024-03-06 09:00:00,292.8371666666667,-26.95508333333333,290.31461217907577,-5.112934384442685,-8.648,5.879,0.0024740842779,-0.0668409,55.7957 /L,124.0859,35.381897,80.52058,-3.617753,n.a.,n.a.,5648400.0
1117,2024-02-16 13:00:00,52.813833333333335,22.416305555555553,55.9691279570882,3.2628651840353453,-10.135,5.210,0.00254200439699,0.0630324,88.9648 /T,90.8878,33.448245,72.210846,3.5094695,n.a.,n.a.,4021200.0
5418,2024-08-13 18:00:00,240.92016666666666,-24.861944444444443,243.75487544667732,-4.0322949453385855,-10.495,5.013,0.0026260162339,-0.0596274,102.6558 /T,77.1994,31.345425,103.89514,-3.428293,n.a.,n.a.,19504800.0
2481,2024-04-13 09:00:00,84.15904166666667,28.288305555555556,84.84101054790993,4.953734910721213,-8.86,5.786,0.00255412597053,0.071603,61.3655 /T,118.5064,33.183239,85.980609,3.9953301,n.a.,n.a.,8931600.0
6629,2024-10-03 05:00:00,193.25116666666668,-5.483666666666666,194.31687736037009,0.17673580715228046,-4.265,4.751,0.00271707462769,-0.0028626,4.6446 /T,175.3429,29.582199,117.98598,-0.174466,n.a.,n.a.,23864400.0
1700,2024-03-11 20:00:00,11.215333333333334,4.489527777777778,12.062371874684487,-0.3043558881463885,-6.17,6.341,0.00240136553211,0.0343621,20.6632 /T,159.288,37.718858,61.821846,1.7922987,n.a.,n.a.,6120000.0
1517,2024-03-04 05:00:00,259.4189583333333,-26.175666666666668,260.4914905260717,-3.0845191993461505,-9.883,5.327,0.00256144029652,-0.0687153,83.1733 /L,96.6797,32.924358,96.267068,-3.857066,n.a.,n.a.,5461200.0
4644,2024-07-12 12:00:00,184.33154166666668,-0.6197777777777778,184.21805206197087,1.1525900690170345,-9.333,5.555,0.0027031429509,-0.002259,74.2341 /T,105.6192,29.597396,118.39622,-0.135364,n.a.,n.a.,16718400.0
3206,2024-05-13 14:00:00,124.87916666666666,24.67663888888889,121.43996648968725,4.963574211935806,-9.139,5.655,0.00263400798056,0.0554112,68.5647 /T,111.2963,31.18398,104.82168,3.1922682,n.a.,n.a.,11541600.0
1765,2024-03-14 13:00:00,48.151291666666665,21.111416666666667,51.44257676090086,3.098070096506556,-8.721,5.851,0.00248831553306,0.069829,57.3913 /T,122.4879,34.976147,70.440829,3.7945013,n.a.,n.a.,6354000.0
4425,2024-07-03 09:00:00,67.08158333333333,26.098138888888887,69.47144013754786,4.277772559177374,-6.992,6.365,0.00252772167925,0.0338382,32.3732 /L,147.5502,34.080656,78.586836,1.8564456,n.a.,n.a.,15930000.0
3997,2024-06-15 13:00:00,188.31741666666667,-2.7601388888888887,188.72376184043546,0.7615970255158346,-10.487,4.989,0.00269730221958,-0.0142387,104.3424 /T,75.5103,29.72331,118.2212,-0.840346,n.a.,n.a.,14389200.0
988,2024-02-11 04:00:00,341.52995833333335,-10.787916666666668,338.86850661804243,-2.7478753523409725,-5.89,6.260,0.00239466027857,0.0084192,17.4159 /T,162.5426,37.952645,63.739711,0.4335968,n.a.,n.a.,3556800.0
3491,2024-05-25 11:00:00,266.7266666666667,-27.70811111111111,267.08464921254443,-4.30174397391489,-12.087,3.961,0.00256680565956,-0.0391445,156.7808 /L,23.1623,33.090221,92.643337,-2.178296,n.a.,n.a.,12567600.0
4990,2024-07-26 22:00:00,16.496416666666665,7.955277777777778,18.243369882914013,0.8661798770169186,-10.731,4.962,0.00246402252861,0.0289833,105.7942 /L,74.0722,35.66996,62.604236,1.5642077,n.a.,n.a.,17964000.0
366,2024-01-16 06:00:00,0.9965833333333334,-0.6533055555555556,0.6496410586291504,-0.9959104734619874,-9.181,5.667,0.00245637054084,0.0381699,65.1388 /T,114.7313,35.903257,61.796292,2.0481797,n.a.,n.a.,1317600.0
5016,2024-07-28 00:00:00,30.536875,14.720944444444445,33.5258153471084,2.1590007330773706,-10.221,5.222,0.00248422888974,0.0351049,91.5506 /L,88.3093,35.072665,65.41277,1.9092302,n.a.,n.a.,18057600.0
3451,2024-05-23 19:00:00,242.60391666666666,-24.898444444444443,245.26523110504385,-3.7800284504821176,-12.535,3.523,0.00260614136587,-0.0419478,175.2817 /L,4.7063,32.141891,103.65984,-2.366683,n.a.,n.a.,12423600.0
1113,2024-02-16 09:00:00,50.52433333333333,21.71311111111111,53.73578060882703,3.1057108361537713,-10.061,5.248,0.00253591811619,0.063396,86.9027 /T,92.9505,33.609753,71.346464,3.520945,n.a.,n.a.,4006800.0
1910,2024-03-20 14:00:00,132.75454166666665,22.67088888888889,128.95069183636286,4.825428624739421,-11.267,4.499,0.00269073169997,0.0300633,128.6760 /T,51.2033,29.962198,107.93505,1.7706022,n.a.,n.a.,6876000.0
636,2024-01-27 12:00:00,149.72458333333333,16.53902777777778,146.08402264939568,3.9524396376563864,-12.125,3.823,0.00270297522084,0.0165427,160.2198 /L,19.7273,29.863303,113.32054,0.9767489,n.a.,n.a.,2289600.0
8705,2024-12-28 17:00:00,248.33716666666666,-25.31747222222222,250.46389306438329,-3.334635402982097,-6.527,6.340,0.00263612817313,-0.0444114,26.8223 /L,153.108,31.359008,100.08834,-2.549973,n.a.,n.a.,31338000.0
8020,2024-11-30 04:00:00,232.27045833333332,-21.005138888888887,235.1284694433106,-2.0155895220851665,-5.23,6.063,0.00267036573584,-0.0316388,13.0719 /L,166.8928,30.618597,107.16252,-1.839146,n.a.,n.a.,28872000.0
1873,2024-03-19 01:00:00,112.73404166666667,27.101222222222223,110.21222795957061,5.242920884594785,-10.793,4.815,0.00265626707452,0.0473051,111.5356 /T,68.3223,30.659185,99.458891,2.7533354,n.a.,n.a.,6742800.0
1245,2024-02-21 21:00:00,126.91079166666667,24.16988888888889,123.36405164941489,4.903889429860033,-11.878,4.044,0.00268665126864,0.0270528,150.6070 /T,29.3166,30.183206,105.50889,1.5859341,n.a.,n.a.,4482000.0
3314,2024-05-18 02:00:00,176.57616666666667,3.33025,175.53306465742685,1.6949991919597642,-10.921,4.727,0.00270474684364,-0.0039972,118.2297 /T,61.6353,29.60664,118.31106,-0.233902,n.a.,n.a.,11930400.0
4828,2024-07-20 04:00:00,282.4132916666667,-26.002666666666666,281.14598891999316,-3.0428696769557795,-12.284,3.835,0.00250789506817,-0.05444,162.6640 /T,17.2938,34.639445,84.755854,-2.962375,n.a.,n.a.,17380800.0
8240,2024-12-09 08:00:00,356.88620833333334,-1.9944166666666667,356.3451777995082,-0.5923114020039832,-10.559,5.019,0.00247613077562,-0.0312415,98.9556 /T,80.9021,35.305591,61.569574,-1.692565,n.a.,n.a.,29664000.0
948,2024-02-09 12:00:00,317.2795,-20.85338888888889,313.4992723852639,-4.2681292872570875,-4.918,5.512,0.00240420004204,-0.0280374,7.9015 /L,172.079,37.669226,70.589365,-1.472829,n.a.,n.a.,3412800.0
6434,2024-09-25 02:00:00,96.57358333333333,28.60002777777778,95.79529081516628,5.292892479207061,-9.976,5.291,0.00257353317914,0.0639925,86.3770 /L,93.4762,32.62499,92.728419,3.6075739,n.a.,n.a.,23162400.0
5077,2024-07-30 13:00:00,65.90929166666666,26.056305555555557,68.42217998200468,4.404006538885367,-8.729,5.858,0.00254078309569,0.0403677,59.1924 /L,120.6842,33.599725,78.229713,2.2373196,n.a.,n.a.,18277200.0
3409,2024-05-22 01:00:00,219.95420833333333,-17.84925,223.0906726135004,-2.181797410035417,-12.154,3.844,0.00264778723441,-0.0392673,161.9272 /T,18.0262,31.113097,112.18602,-2.252805,n.a.,n.a.,12272400.0
3328,2024-05-18 16:00:00,182.66358333333332,0.03827777777777778,182.42579020443884,1.0942124498783756,-11.108,4.610,0.00270211966695,-0.0115009,124.5682 /T,55.3058,29.695774,118.4713,-0.67611,n.a.,n.a.,11980800.0
482,2024-01-21 02:00:00,63.639916666666664,24.97094444444444,66.2138803443519,3.682472427716127,-11.305,4.524,0.00258338115287,0.0437334,125.9612 /T,53.9171,32.518037,76.520187,2.4694996,n.a.,n.a.,1735200.0
2252,2024-04-03 20:00:00,309.7520416666667,-22.445916666666665,306.3168525099165,-3.8794906344706814,-9.281,5.639,0.00247561646059,-0.0574611,68.2546 /L,111.6134,35.309841,73.222239,-3.11491,n.a.,n.a.,8107200.0
6224,2024-09-16 08:00:00,331.9385833333333,-13.021944444444445,329.30972725091743,-1.3995072488666316,-12.181,3.988,0.0024197200845,-0.0467826,154.8352 /T,25.1061,37.13383,65.17129,-2.461292,n.a.,n.a.,22406400.0
5438,2024-08-14 14:00:00,252.471125,-26.75188888888889,254.34487591669603,-4.25951139668791,-10.832,4.836,0.0025956491598,-0.0661044,112.4080 /T,67.4563,32.112396,98.762463,-3.751632,n.a.,n.a.,19576800.0
1001,2024-02-11 17:00:00,348.9519583333333,-6.496888888888889,347.2974749297389,-1.6089542012478941,-6.562,6.352,0.00239909446651,0.0198099,24.9074 /T,155.034,37.789389,62.540215,1.0303948,n.a.,n.a.,3603600.0
3525,2024-05-26 21:00:00,288.1915,-26.472194444444444,286.26024150845063,-4.0546254362117295,-11.651,4.329,0.00253653248542,-0.0346772,139.3373 /L,40.5696,33.807476,82.494062,-1.911795,n.a.,n.a.,12690000.0
