,Datetime,RA,DEC,Lon,Lat,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start
6062,2024-09-09 14:00:00,234.644125,-22.281805555555557,237.57638995183103,-2.732842563465572,-9.232,5.600,0.00266639364026,-0.0447954,70.9303 /T,108.9262,30.418745,106.50028,-2.617914,n.a.,n.a.,21823200.0
2753,2024-04-24 17:00:00,219.50829166666668,-16.031083333333335,222.12798350242073,-0.5815150711864094,-12.409,3.601,0.00265919530772,-0.0332972,171.5684 /L,8.4097,30.875625,112.45817,-1.915992,n.a.,n.a.,9910800.0
7326,2024-11-01 06:00:00,212.668125,-14.081944444444446,215.24730061906843,-0.8579729031165584,-4.224,4.494,0.00270246932429,-0.0177201,4.0366 /L,175.9523,29.908793,114.01979,-1.044742,n.a.,n.a.,26373600.0
7792,2024-11-20 16:00:00,124.12791666666666,24.45872222222222,120.82156229036717,4.596833010703067,-11.055,4.688,0.00258046599137,0.068842,117.5577 /L,62.3099,32.496636,105.31388,3.8880253,n.a.,n.a.,28051200.0
8359,2024-12-14 07:00:00,65.31958333333333,26.112472222222223,67.90742769325053,4.546667183494684,-12.454,3.716,0.00245506945947,0.0255763,164.8005 /T,15.1619,36.166697,78.443265,1.3706557,n.a.,n.a.,30092400.0
2801,2024-04-26 17:00:00,245.24533333333332,-24.283361111111113,247.52578649639528,-2.7539413974913534,-11.844,4.125,0.00261696422137,-0.0394212,148.5762 /L,31.3465,31.801023,102.6587,-2.239332,n.a.,n.a.,10083600.0
6537,2024-09-29 09:00:00,152.584375,14.70061111111111,149.31259505400632,3.1910776654170685,-7.25,6.263,0.00269037498576,0.0279342,37.1746 /L,142.732,30.049331,115.00251,1.63291,n.a.,n.a.,23533200.0
8424,2024-12-17 00:00:00,108.34145833333334,27.264222222222223,106.30554941088525,4.857061811453271,-12.228,3.864,0.0025228064429,0.0573313,158.3481 /L,21.5981,34.227487,98.581677,3.1492995,n.a.,n.a.,30326400.0
6268,2024-09-18 04:00:00,356.90825,-1.6539166666666667,356.5006645433419,-0.2885454158469764,-12.831,3.418,0.00238931051141,-0.008981,178.7487 /L,1.2485,38.12979,61.381739,-0.461616,n.a.,n.a.,22564800.0
4101,2024-06-19 21:00:00,239.11558333333332,-23.665805555555558,241.90090047504074,-3.1878430711942154,-11.953,4.050,0.00260300115563,-0.0514727,153.0843 /T,26.8493,32.147218,104.92472,-2.908117,n.a.,n.a.,14763600.0
5612,2024-08-21 20:00:00,358.27675,-0.36966666666666664,358.2667970631527,0.3462218579292563,-12.079,4.082,0.00240981311505,0.0118187,151.1111 /L,28.8233,37.445914,61.437648,0.6257201,n.a.,n.a.,20203200.0
4518,2024-07-07 06:00:00,124.09045833333333,24.56025,120.76544068791291,4.688155186479577,-5.509,6.283,0.00262063259261,0.0447358,16.1564 /T,163.8026,31.762775,104.80769,2.540377,n.a.,n.a.,16264800.0
6044,2024-09-08 20:00:00,225.343125,-19.14913888888889,228.3604410973533,-1.9291288339317514,-8.808,5.771,0.00268384793549,-0.0357478,62.5927 /T,117.2717,30.05768,110.05118,-2.102147,n.a.,n.a.,21758400.0
7228,2024-10-28 04:00:00,169.27170833333332,6.425916666666667,167.62231187444056,1.6674772379106373,-7.942,6.057,0.00270557544557,0.018674,47.2802 /L,132.6048,29.652784,118.01118,1.0993492,n.a.,n.a.,26020800.0
5578,2024-08-20 10:00:00,339.3105,-10.480083333333333,336.960242713424,-1.6443382309580927,-12.584,3.637,0.00241131584784,-0.0158076,170.5822 /L,9.3958,37.452008,63.605637,-0.824076,n.a.,n.a.,20080800.0
2176,2024-03-31 16:00:00,262.1653333333333,-27.84802777777778,263.04553280203334,-4.597294970126297,-10.732,4.887,0.002583891718,-0.055198,107.9447 /L,71.9145,32.404953,94.966999,-3.119978,n.a.,n.a.,7833600.0
1273,2024-02-23 01:00:00,141.27725,19.79180555555556,137.4141692200719,4.388917984733342,-12.196,3.763,0.00270199613906,0.0185627,163.2885 /T,16.6664,29.894176,110.90276,1.0946901,n.a.,n.a.,4582800.0
6634,2024-10-03 10:00:00,195.44725,-6.330666666666667,196.65874856633152,0.2368956025660685,-4.516,5.360,0.00271663481803,-0.0044492,6.9024 /T,173.0791,29.58925,117.70928,-0.26799,n.a.,n.a.,23882400.0
623,2024-01-26 23:00:00,143.42225,19.000555555555554,139.58982207502882,4.27716222017252,-12.278,3.691,0.00269720025007,0.0202977,165.8954 /L,14.0667,30.010812,111.39809,1.1940217,n.a.,n.a.,2242800.0
7093,2024-10-22 13:00:00,98.68945833333333,28.457166666666666,97.66711727943495,5.248830836182672,-10.888,4.814,0.00254273237807,0.072824,111.5081 /L,68.3559,33.442352,93.76179,4.0547021,n.a.,n.a.,25534800.0
8031,2024-11-30 15:00:00,238.18475,-23.443527777777778,241.01879427457249,-3.147243600816141,-4.756,5.595,0.00266173413104,-0.0335091,8.4325 /L,171.5446,30.827903,104.75692,-1.940625,n.a.,n.a.,28911600.0
1265,2024-02-22 17:00:00,137.277125,21.164305555555554,133.41547475338794,4.564254809661556,-12.106,3.845,0.0026981933072,0.0209471,159.6973 /T,20.2484,29.965815,109.50631,1.2332358,n.a.,n.a.,4554000.0
6327,2024-09-20 15:00:00,30.272916666666667,14.897777777777778,33.34669421992736,2.412726089536716,-11.912,4.207,0.00241475389175,0.0423257,144.3686 /L,35.5515,37.243483,65.250633,2.2342689,n.a.,n.a.,22777200.0
138,2024-01-06 18:00:00,221.8725,-17.680833333333332,224.78299217040743,-1.4718424981863345,-8.822,5.759,0.00260248809236,-0.0639491,60.6104 /L,119.2572,31.960479,111.73233,-3.642171,n.a.,n.a.,496800.0
525,2024-01-22 21:00:00,89.11041666666667,28.15544444444444,89.21484844389052,4.718685714361832,-11.841,4.111,0.00262579411174,0.0381209,146.9256 /T,32.991,31.588713,88.114928,2.1822568,n.a.,n.a.,1890000.0
7743,2024-11-18 15:00:00,93.6905,28.507583333333333,93.25737980018621,5.110062211489714,-11.832,4.204,0.00249833083573,0.0665648,142.8539 /L,37.059,34.801121,91.481985,3.6286885,n.a.,n.a.,27874800.0
5450,2024-08-15 02:00:00,259.72204166666666,-27.93675,260.8887421843668,-4.8214697292212,-11.029,4.727,0.00257617189716,-0.0685879,118.3873 /T,61.4845,32.623427,95.383845,-3.859784,n.a.,n.a.,19620000.0
5031,2024-07-28 15:00:00,38.879125,18.20175,42.23170018775065,2.8320925160844195,-9.898,5.373,0.00249733190212,0.0373646,83.4528 /L,96.4071,34.708799,67.800479,2.0417449,n.a.,n.a.,18111600.0
627,2024-01-27 03:00:00,145.38345833333332,18.26372222222222,141.59205891394774,4.182859467134941,-12.231,3.732,0.00269910122854,0.0191935,164.1654 /L,15.7921,29.963241,112.02381,1.1303298,n.a.,n.a.,2257200.0
7091,2024-10-22 11:00:00,97.421375,28.521472222222222,96.54603513980175,5.250660189717079,-10.923,4.795,0.00253922463882,0.0729473,112.5410 /L,67.3242,33.538583,93.157263,4.0555983,n.a.,n.a.,25527600.0
4938,2024-07-24 18:00:00,348.80804166666667,-5.172888888888889,347.6826202963681,-0.3339974112763721,-11.609,4.422,0.00244020027862,0.0069042,134.8976 /L,45.0052,36.480644,62.274651,0.3715857,n.a.,n.a.,17776800.0
7825,2024-11-22 01:00:00,141.98525,18.85386111111111,138.34429793182082,3.706916260506099,-10.507,4.979,0.00263158471134,0.0586146,101.4963 /L,78.3543,31.191043,111.93004,3.3820909,n.a.,n.a.,28170000.0
8743,2024-12-30 07:00:00,271.0719583333333,-27.56663888888889,270.9431215881279,-4.130839135167706,-4.903,5.702,0.00259432471973,-0.045686,9.2419 /L,170.7336,32.438445,89.413878,-2.577188,n.a.,n.a.,31474800.0
2736,2024-04-24 00:00:00,211.20779166666668,-13.5385,213.72895889372393,-0.8251759735042643,-12.574,3.432,0.00267223354292,-0.030352,178.3025 /T,1.693,30.581927,114.80428,-1.754258,n.a.,n.a.,9849600.0
5339,2024-08-10 11:00:00,201.62316666666666,-9.33286111111111,203.45603118919644,-0.2375883052101597,-8.952,5.714,0.00270227486678,-0.0182108,65.9940 /T,113.8663,29.638995,116.59897,-1.079914,n.a.,n.a.,19220400.0
4937,2024-07-24 17:00:00,348.26545833333336,-6.890555555555556,346.5157056534811,-1.7054601838764532,-11.624,4.411,0.00244004071216,0.0063577,135.4618 /L,44.4419,36.487947,62.339622,0.3424808,n.a.,n.a.,17773200.0
1053,2024-02-13 21:00:00,17.399708333333333,7.617111111111112,18.942434625045372,0.21283903250216596,-8.616,5.893,0.00244753215363,0.0539078,54.6316 /T,125.2526,36.178842,62.61005,2.8799351,n.a.,n.a.,3790800.0
2220,2024-04-02 12:00:00,289.72583333333336,-26.46236111111111,287.62702570350655,-4.222846103106165,-9.989,5.302,0.00252166180581,-0.0608344,85.4236 /L,94.4323,33.995918,81.905738,-3.360331,n.a.,n.a.,7992000.0
5736,2024-08-27 00:00:00,69.277375,26.83458333333333,71.53099230717145,4.714554044308982,-9.831,5.383,0.00253733034962,0.0552701,82.3752 /L,97.4821,33.595805,79.802832,3.0696415,n.a.,n.a.,20649600.0
1302,2024-02-24 06:00:00,155.14691666666667,14.170777777777777,151.8237348643124,3.5839584321315505,-12.5,3.471,0.00271196840036,0.0100188,175.3610 /T,4.6262,29.699952,114.96332,0.5952988,n.a.,n.a.,4687200.0
3365,2024-05-20 05:00:00,199.00433333333334,-7.361833333333334,200.31712298963845,0.6246313072274269,-11.587,4.284,0.00268416490749,-0.0278922,141.4626 /T,38.4428,30.186882,117.17986,-1.626795,n.a.,n.a.,12114000.0
4503,2024-07-06 15:00:00,115.459,26.3375,112.7479394354518,4.886224218431501,-4.842,5.797,0.00260438700009,0.0450908,9.4152 /T,170.5609,32.17487,101.09357,2.5433633,n.a.,n.a.,16210800.0
1119,2024-02-16 15:00:00,53.96295833333333,22.754555555555555,57.082030341138,3.339313124546004,-10.171,5.191,0.00254503322694,0.062814,89.9920 /T,89.8604,33.368593,72.654289,3.5016075,n.a.,n.a.,4028400.0
621,2024-01-26 21:00:00,142.43404166666667,19.361611111111113,138.5873396943121,4.322388642684884,-12.301,3.671,0.00269621042928,0.0208334,166.7518 /L,13.2126,30.035277,111.07385,1.2248516,n.a.,n.a.,2235600.0
4646,2024-07-12 14:00:00,185.19979166666667,-0.15063888888888885,184.8292287786874,1.927479705553599,-9.373,5.537,0.00270300523467,-0.0034641,75.1373 /T,104.7154,29.597874,118.37014,-0.206681,n.a.,n.a.,16725600.0
118,2024-01-05 22:00:00,211.80054166666667,-13.84511111111111,214.37473667014376,-0.9182654856371988,-9.279,5.562,0.00263181436477,-0.0574499,70.2370 /L,109.6185,31.210699,114.58552,-3.313418,n.a.,n.a.,424800.0
2535,2024-04-15 15:00:00,116.65729166666667,26.4905,113.78165281604261,5.225089828950078,-9.982,5.262,0.00263929229943,0.0561067,87.9957 /T,91.8537,31.010541,101.24316,3.245721,n.a.,n.a.,9126000.0
4446,2024-07-04 06:00:00,80.23941666666667,27.868194444444445,81.35264441665072,4.721644275106784,-6.075,6.401,0.00254597385677,0.0383085,21.5733 /L,158.3736,33.635919,84.604722,2.1141796,n.a.,n.a.,16005600.0
5988,2024-09-06 12:00:00,199.035875,-8.494722222222222,200.77207200859203,-0.41324415041493473,-7.216,6.277,0.00271333360683,-0.0086768,37.1320 /T,142.7749,29.544381,117.13557,-0.517558,n.a.,n.a.,21556800.0
7202,2024-10-27 02:00:00,157.62783333333334,12.311361111111111,154.7548974777077,2.7343268193770838,-8.646,5.814,0.00268990006932,0.0315655,59.0831 /L,120.7836,29.931668,116.14154,1.8548197,n.a.,n.a.,25927200.0
6762,2024-10-08 18:00:00,260.3014166666667,-27.741027777777777,261.38795230340173,-4.590763082073007,-9.036,5.684,0.00263367343625,-0.0511232,65.9310 /T,113.931,31.205168,95.053636,-2.948318,n.a.,n.a.,24343200.0
256,2024-01-11 16:00:00,295.635125,-25.585583333333336,293.02288473688117,-4.172973395220412,-4.632,4.983,0.0024380053047,-0.0317542,5.4974 /T,174.489,36.66997,79.656735,-1.688858,n.a.,n.a.,921600.0
8029,2024-11-30 13:00:00,237.09583333333333,-23.711222222222222,240.0992872465745,-3.621591886826168,-4.84,5.707,0.00266333947036,-0.0331995,9.2374 /L,170.7375,30.789253,105.21059,-1.923996,n.a.,n.a.,28904400.0
479,2024-01-20 23:00:00,61.90029166666667,24.577749999999998,64.58579127115625,3.5839318977973056,-11.265,4.552,0.00258021074295,0.0440889,124.4693 /T,55.407,32.590241,75.787101,2.4869398,n.a.,n.a.,1724400.0
1344,2024-02-26 00:00:00,173.9505,4.8357777777777775,172.53051602500886,2.0383803093068007,-12.199,3.750,0.0027156287218,-0.0030334,163.8712 /L,16.0855,29.594467,118.08672,-0.173413,n.a.,n.a.,4838400.0
1756,2024-03-14 04:00:00,42.88475,19.25477777777778,46.17102895329203,2.6942469209211333,-8.453,5.952,0.00247342747908,0.0675,52.4887 /T,127.3982,35.421215,68.61328,3.6435482,n.a.,n.a.,6321600.0
3742,2024-06-04 22:00:00,50.166625,21.781444444444443,53.43133019584321,3.2562806091775114,-6.104,6.393,0.00248138601225,0.0285528,21.2283 /L,158.7207,35.391836,71.427881,1.5354592,n.a.,n.a.,13471200.0
7557,2024-11-10 21:00:00,342.0285,-9.939499999999999,339.64412107642397,-2.1478776800684036,-10.946,4.813,0.00246902218028,-0.0508937,110.9749 /T,68.8917,35.510706,63.05199,-2.747329,n.a.,n.a.,27205200.0
8104,2024-12-03 16:00:00,281.064375,-27.932916666666667,279.78787970711414,-4.869190218839293,-6.698,6.335,0.00259719340788,-0.0382753,28.5508 /T,151.377,32.313411,84.9137,-2.165832,n.a.,n.a.,29174400.0
5129,2024-08-01 17:00:00,98.05970833333333,28.313666666666666,97.1201463422193,5.073350232928872,-6.977,6.355,0.00259141991909,0.0401793,32.8201 /L,147.1003,32.424703,93.272129,2.2606493,n.a.,n.a.,18464400.0
6960,2024-10-17 00:00:00,15.272583333333333,7.577194444444444,16.97808473742009,0.9808600882754586,-12.705,3.542,0.00238760453657,-0.000913,173.1507 /T,6.8327,38.183497,62.291526,-0.041838,n.a.,n.a.,25056000.0
6122,2024-09-12 02:00:00,269.22254166666664,-27.330583333333333,269.2981628955918,-3.8930980114231626,-10.449,5.051,0.00258262650953,-0.0688037,99.8081 /T,80.047,32.39792,90.804137,-3.890806,n.a.,n.a.,22039200.0
3027,2024-05-06 03:00:00,16.689291666666666,7.405611111111112,18.21052189584966,0.2850960934200272,-6.709,6.392,0.0024276888504,0.0034771,27.5375 /L,152.3984,36.922503,62.427964,0.1788402,n.a.,n.a.,10897200.0
5663,2024-08-23 23:00:00,26.282583333333335,12.986083333333333,29.046204962548344,1.9796327971482772,-11.248,4.659,0.00244542002042,0.0432965,121.8717 /L,58.0109,36.239931,64.338529,2.3174606,n.a.,n.a.,20386800.0
7845,2024-11-22 21:00:00,151.859,14.778055555555556,148.62785656655925,3.0163218792641167,-10.155,5.151,0.00265760622988,0.0492152,92.0765 /L,87.7695,30.570374,114.77386,2.8692107,n.a.,n.a.,28242000.0
6869,2024-10-13 05:00:00,324.40279166666664,-17.850361111111113,320.8350291685924,-3.4885243062969273,-11.22,4.653,0.0024702393796,-0.0639319,120.6662 /T,59.2118,35.489334,67.300191,-3.449662,n.a.,n.a.,24728400.0
8686,2024-12-27 22:00:00,237.67370833333334,-23.463944444444444,240.56421931423097,-3.2663612899723065,-7.213,6.245,0.00265565247109,-0.0406367,35.7318 /L,144.1774,30.853155,104.739,-2.354218,n.a.,n.a.,31269600.0
7948,2024-11-27 04:00:00,197.60091666666668,-7.106138888888889,198.9315046468677,0.33562619968594043,-7.838,6.078,0.00270759276206,-0.0079112,45.4535 /L,134.4341,29.623692,117.16703,-0.471499,n.a.,n.a.,28612800.0
1662,2024-03-10 06:00:00,349.94725,-5.050416666666666,348.7750093284081,-0.664929125732004,-4.375,3.971,0.00238570494354,-0.0009376,3.0018 /L,176.9908,38.246384,62.248875,-0.054424,n.a.,n.a.,5983200.0
5070,2024-07-30 06:00:00,61.65983333333333,25.18347222222222,64.48552493693772,4.219955686911886,-8.927,5.783,0.00253399838891,0.0401814,62.8283 /L,117.0443,33.764777,76.383375,2.2223471,n.a.,n.a.,18252000.0
7739,2024-11-18 11:00:00,91.04295833333333,28.535583333333335,90.92175313417478,5.099717304350581,-11.894,4.160,0.0024919825128,0.0653179,144.9976 /L,34.9199,34.989136,90.215938,3.5510264,n.a.,n.a.,27860400.0
3096,2024-05-09 00:00:00,57.02858333333333,23.76163888888889,60.05885981489135,3.6846292612622307,-5.247,6.046,0.00247295199633,0.0490106,12.0928 /T,167.878,35.627847,73.92611,2.6293388,n.a.,n.a.,11145600.0
7809,2024-11-21 09:00:00,133.5935,21.7825,129.9433537766517,4.1828353849840125,-10.776,4.840,0.00260782450037,0.0645437,109.1948 /L,70.6626,31.784712,109.02554,3.6877636,n.a.,n.a.,28112400.0
7675,2024-11-15 19:00:00,48.67191666666667,21.911638888888888,52.12261337898775,3.7417220424992497,-12.768,3.454,0.0024173454545,0.0263906,175.9910 /T,3.9992,37.279858,71.343681,1.3935292,n.a.,n.a.,27630000.0
1255,2024-02-22 07:00:00,132.16033333333334,22.748194444444444,128.40009800640286,4.752182354053535,-11.992,3.946,0.00269278956315,0.0239707,155.1690 /T,24.7654,30.067362,107.59617,1.4082932,n.a.,n.a.,4518000.0
7971,2024-11-28 03:00:00,208.03120833333332,-12.06775,210.31406268313793,-0.5162527708579426,-7.124,6.262,0.00270040611705,-0.0177254,35.1125 /L,144.7969,29.844215,115.0567,-1.047079,n.a.,n.a.,28695600.0
3454,2024-05-23 22:00:00,244.33475,-24.524888888888892,246.74857239339892,-3.1326208788029706,-12.512,3.548,0.00260311513454,-0.0418845,174.2792 /L,5.7063,32.215655,102.91608,-2.360445,n.a.,n.a.,12434400.0
844,2024-02-05 04:00:00,249.242625,-25.77766666666667,251.34022680987917,-3.672223466977619,-9.043,5.692,0.00255208414137,-0.0726013,64.1530 /L,115.7133,33.211318,100.97768,-4.0559,n.a.,n.a.,3038400.0
4686,2024-07-14 06:00:00,202.87870833333332,-10.96947222222222,205.2076500706109,-1.3041008220899044,-10.112,5.192,0.00268796342021,-0.0276559,93.2778 /T,86.571,29.91028,116.32663,-1.629732,n.a.,n.a.,16869600.0
1406,2024-02-28 14:00:00,201.12520833333335,-8.389222222222223,202.64955173650318,0.4566056602632283,-11.479,4.346,0.00269428773996,-0.0265574,136.0149 /L,43.8773,29.9233,116.89137,-1.556926,n.a.,n.a.,5061600.0
8407,2024-12-16 07:00:00,97.331875,28.265944444444443,96.4802424966315,4.9914302717730985,-12.472,3.664,0.00250049470513,0.0513893,166.9973 /L,12.9702,34.867272,93.435379,2.7972813,n.a.,n.a.,30265200.0
4167,2024-06-22 15:00:00,279.80179166666665,-27.851861111111113,278.6768763209679,-4.707675253129019,-12.487,3.634,0.00252582125584,-0.0417243,171.1247 /L,8.8535,34.194078,86.219609,-2.2831,n.a.,n.a.,15001200.0
186,2024-01-08 18:00:00,249.208875,-24.001555555555555,251.05870215492055,-1.9183316723558739,-7.374,6.235,0.00252550549932,-0.0658269,36.4391 /L,143.4731,34.071663,101.15605,-3.625895,n.a.,n.a.,669600.0
8702,2024-12-28 14:00:00,246.61683333333335,-25.605944444444447,248.9700382323802,-3.8568127565225945,-6.642,6.332,0.00263931823288,-0.0439589,28.2348 /L,151.6921,31.276421,100.86154,-2.527603,n.a.,n.a.,31327200.0
358,2024-01-15 22:00:00,356.757125,-2.3895277777777775,356.06981201530175,-0.9037138451687238,-8.958,5.759,0.00244930401158,0.0351611,60.6986 /T,119.1769,36.128584,61.972796,1.8798968,n.a.,n.a.,1288800.0
4348,2024-06-30 04:00:00,22.701291666666666,10.79438888888889,24.984226252299578,1.2053748658026868,-9.487,5.569,0.00248142490107,0.0161956,73.5442 /L,106.3215,35.189335,63.62754,0.8774703,n.a.,n.a.,15652800.0
7526,2024-11-09 14:00:00,325.170375,-16.294555555555558,322.03670735611854,-2.2560739870646422,-10.353,5.117,0.00250915083937,-0.0555346,94.2579 /T,85.5973,34.349382,67.091075,-3.050952,n.a.,n.a.,27093600.0
3724,2024-06-04 04:00:00,39.546875,18.036833333333334,42.785136273252675,2.4793867034637715,-6.939,6.376,0.00247086799652,0.0199913,31.0043 /L,148.9235,35.657582,67.769069,1.0705477,n.a.,n.a.,13406400.0
4254,2024-06-26 06:00:00,332.9005,-13.247972222222222,330.1069470625384,-1.9414622536346735,-11.307,4.610,0.00247161016006,-0.0095731,125.1376 /L,54.7487,35.535433,65.404121,-0.513395,n.a.,n.a.,15314400.0
1313,2024-02-24 17:00:00,160.18733333333333,11.829444444444444,157.26082800792358,3.216947711204966,-12.52,3.450,0.00271418726185,0.0067359,176.1951 /L,3.7946,29.65185,116.09307,0.4024407,n.a.,n.a.,4726800.0
5357,2024-08-11 05:00:00,209.85291666666666,-13.451611111111111,212.46140531988232,-1.1949758619544886,-9.345,5.549,0.00269214558403,-0.028566,74.1704 /T,105.6831,29.833357,114.78346,-1.686942,n.a.,n.a.,19285200.0
2799,2024-04-26 15:00:00,244.10104166666667,-24.522444444444446,246.53843381188037,-3.167053114563414,-11.868,4.104,0.00261885629974,-0.0392077,149.5530 /L,30.3718,31.759689,103.15523,-2.228431,n.a.,n.a.,10076400.0
706,2024-01-30 10:00:00,181.14745833333333,1.115611111111111,180.6060991730911,1.4798272151063192,-11.287,4.468,0.0027085115742,-0.0123678,129.0274 /L,50.8505,29.568078,118.28648,-0.728359,n.a.,n.a.,2541600.0
7690,2024-11-16 10:00:00,58.33745833333333,24.608111111111114,61.40916532657382,4.257160735890178,-12.645,3.562,0.00242901383723,0.0380905,171.6204 /L,8.3594,36.91756,75.195884,2.0182547,n.a.,n.a.,27684000.0
5238,2024-08-06 06:00:00,156.9995,12.640555555555554,154.06260454438487,2.815073051828357,-5.852,6.381,0.00268535462898,0.026905,20.3141 /T,159.6333,30.243933,115.8242,1.5645726,n.a.,n.a.,18856800.0
1429,2024-02-29 13:00:00,211.73745833333334,-13.352111111111112,214.15030293980624,-0.4750949915779236,-11.199,4.548,0.00267683988214,-0.0365616,125.4770 /L,54.3972,30.252492,114.63745,-2.135767,n.a.,n.a.,5144400.0
6975,2024-10-17 15:00:00,23.8955,11.918472222222222,26.485533205592056,1.8238695387434622,-12.809,3.439,0.00238986026012,0.0133881,177.2119 /L,2.7816,38.11388,63.779472,0.7023354,n.a.,n.a.,25110000.0
4574,2024-07-09 14:00:00,153.04129166666667,14.585527777777779,149.76744515074395,3.2401239809283036,-7.595,6.203,0.0026748785967,0.0329504,42.3582 /T,137.5402,30.376176,114.71294,1.9173205,n.a.,n.a.,16466400.0
4709,2024-07-15 05:00:00,213.62525,-14.053972222222223,216.11337698147366,-0.5224015438220911,-10.492,4.999,0.00266906709195,-0.040342,103.8657 /T,75.9882,30.352339,113.78289,-2.357695,n.a.,n.a.,16952400.0
7931,2024-11-26 11:00:00,190.12520833333335,-3.002611111111111,190.47955049225092,1.247541165642469,-8.307,5.924,0.00270913179315,0.0005394,53.0727 /L,126.8013,29.543701,118.09974,0.0285367,n.a.,n.a.,28551600.0
3947,2024-06-13 11:00:00,166.46066666666667,8.404527777777778,164.282883077954,2.405523535620273,-9.661,5.407,0.00269609836153,0.0163339,81.7058 /T,98.1436,29.736675,117.27309,0.9648011,n.a.,n.a.,14209200.0
